run_id,melee_kills,magic_kills,melee_hits,magic_hits,damage_taken,damage_dealt,deaths,time_alive,weapon,spell,boots,armor,enemy_hp_mult,enemy_dmg_mult,enemy_speed_mult,spawn_count,heal_on_kill_base
bot_reckless_00595,7,0,28,5,168.103,462.0,1,14.117,Hatchet,Hex Spike,Leather Boots,Chain Shirt,2.086,1.773,1.302,4,8
bot_magic_sniper_00574,3,4,11,29,125.956,487.0,1,58.183,Rusty Blade,Hex Spike,Leather Boots,Cloth Wrap,2.182,1.855,1.302,5,8
bot_hybrid_00584,2,6,20,34,165.051,522.0,1,30.717,Rusty Blade,Ember Bolt,Voidstep Treads,Cloth Wrap,2.356,2.003,1.33,5,8
bot_tank_00595,6,1,31,12,204.513,461.0,1,20.017,Rusty Blade,Ember Bolt,Voidstep Treads,Blood Harness,1.519,1.291,1.113,3,8
bot_reckless_00596,6,0,24,6,174.268,392.0,1,9.883,Hatchet,Ice Needle,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_tank_00596,6,1,39,7,163.714,449.0,1,13.667,Rapier,Hex Spike,Voidstep Treads,Chain Shirt,2.086,1.773,1.302,4,8
bot_reckless_00597,5,0,25,9,142.026,321.0,1,11.967,Rusty Blade,Ice Needle,Voidstep Treads,Cloth Wrap,1.593,1.354,1.113,3,8
bot_hybrid_00585,3,6,29,47,172.236,637.0,1,32.1,Rapier,Ice Needle,Voidstep Treads,Chain Shirt,1.989,1.691,1.302,4,8
bot_magic_sniper_00575,3,4,10,36,139.152,452.0,1,49.1,Hatchet,Ember Bolt,Voidstep Treads,Blood Harness,1.989,1.691,1.302,4,8
bot_tank_00597,5,0,23,4,161.148,354.0,1,16.133,Hatchet,Ice Needle,Leather Boots,Blood Harness,1.666,1.416,1.113,4,8
bot_reckless_00598,4,0,25,4,133.71,275.0,1,10.533,Rapier,Ice Needle,Voidstep Treads,Cloth Wrap,1.286,1.093,1.045,3,8
bot_reckless_00599,5,0,21,3,140.094,324.0,1,10.55,Hatchet,Hex Spike,Voidstep Treads,Chain Shirt,1.593,1.354,1.113,3,8
bot_tank_00598,7,0,32,9,206.096,460.0,1,17.133,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,1.989,1.691,1.302,4,8
bot_hybrid_00586,1,6,21,44,194.037,601.0,1,32.35,Hatchet,Ice Needle,Voidstep Treads,Cloth Wrap,2.278,1.936,1.302,5,8
bot_reckless_00600,7,0,27,8,178.768,439.0,1,11.183,Rusty Blade,Ember Bolt,Sprint Greaves,Cloth Wrap,2.182,1.855,1.302,5,8
bot_tank_00599,5,1,29,9,153.213,391.0,1,12.967,Rusty Blade,Ice Needle,Leather Boots,Cloth Wrap,1.593,1.354,1.113,3,8
bot_magic_sniper_00576,3,6,16,41,176.169,618.0,1,61.267,Rusty Blade,Ember Bolt,Voidstep Treads,Blood Harness,1.989,1.691,1.302,4,8
bot_hybrid_00587,4,3,21,34,161.515,526.0,1,25.75,Rapier,Ice Needle,Voidstep Treads,Blood Harness,2.086,1.773,1.302,4,8
bot_tank_00600,5,1,33,7,142.12,367.0,1,17.1,Rapier,Ember Bolt,Leather Boots,Chain Shirt,1.392,1.184,1.09,3,8
bot_hybrid_00588,2,6,27,31,158.404,553.0,1,24.35,Rapier,Ember Bolt,Leather Boots,Chain Shirt,2.157,1.833,1.33,4,8
bot_magic_sniper_00577,1,4,16,20,161.804,412.0,1,48.667,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,1.544,1.312,1.067,4,8
bot_hybrid_00589,5,3,23,27,143.132,585.0,1,30.883,Rapier,Hex Spike,Leather Boots,Chain Shirt,2.157,1.833,1.33,4,8
bot_hybrid_00590,3,4,20,27,165.822,461.0,1,19.333,Rapier,Ice Needle,Leather Boots,Cloth Wrap,2.086,1.773,1.302,4,8
bot_magic_sniper_00578,2,5,9,39,121.994,443.0,1,65.617,Rapier,Ember Bolt,Voidstep Treads,Blood Harness,2.182,1.855,1.302,5,8
bot_hybrid_00591,1,6,13,48,157.831,547.0,1,37.95,Rusty Blade,Ice Needle,Sprint Greaves,Blood Harness,2.182,1.855,1.302,5,8
bot_magic_sniper_00579,3,5,15,34,157.745,593.0,1,55.067,Rusty Blade,Hex Spike,Sprint Greaves,Blood Harness,2.257,1.918,1.33,5,8
bot_hybrid_00592,4,4,22,44,151.937,550.0,1,37.683,Rapier,Ice Needle,Sprint Greaves,Chain Shirt,2.257,1.918,1.33,5,8
bot_magic_sniper_00580,2,5,15,37,152.15,549.0,1,53.033,Rapier,Ember Bolt,Sprint Greaves,Blood Harness,2.182,1.855,1.302,5,8
bot_hybrid_00593,5,3,19,32,156.058,560.0,1,36.033,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,2.086,1.773,1.302,4,8
bot_hybrid_00594,3,4,17,19,137.293,419.0,1,19.667,Rapier,Hex Spike,Voidstep Treads,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_00581,1,3,16,24,123.008,360.0,1,55.733,Rapier,Ember Bolt,Voidstep Treads,Cloth Wrap,1.482,1.26,1.045,4,8
bot_hybrid_00595,2,4,12,28,140.141,408.0,1,23.317,Rusty Blade,Hex Spike,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_hybrid_00596,1,4,16,28,133.988,492.0,1,28.133,Rusty Blade,Hex Spike,Sprint Greaves,Cloth Wrap,1.74,1.479,1.113,4,8
bot_magic_sniper_00582,2,6,16,50,156.377,576.0,1,56.3,Rusty Blade,Ice Needle,Voidstep Treads,Chain Shirt,2.157,1.833,1.33,4,8
bot_hybrid_00597,3,5,24,30,202.42,630.0,1,25.883,Hatchet,Ice Needle,Voidstep Treads,Blood Harness,2.257,1.918,1.33,5,8
bot_magic_sniper_00583,2,6,15,44,154.606,539.0,1,64.467,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,2.257,1.918,1.33,5,8
bot_hybrid_00598,8,1,33,39,211.376,729.0,1,40.717,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,2.086,1.773,1.302,4,8
bot_magic_sniper_00584,3,5,18,43,166.532,506.0,1,45.15,Rapier,Ice Needle,Sprint Greaves,Blood Harness,1.666,1.416,1.113,4,8
bot_hybrid_00599,4,5,22,46,155.537,676.0,1,33.583,Hatchet,Ice Needle,Sprint Greaves,Chain Shirt,2.157,1.833,1.33,4,8
bot_magic_sniper_00585,0,5,7,21,124.414,389.0,1,20.017,Hatchet,Hex Spike,Leather Boots,Cloth Wrap,1.605,1.364,1.09,4,8
bot_hybrid_00600,3,4,17,31,150.937,532.0,1,27.4,Hatchet,Ember Bolt,Voidstep Treads,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_00586,1,6,8,40,132.933,442.0,1,58.75,Rusty Blade,Ember Bolt,Sprint Greaves,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_00587,1,5,11,32,128.052,474.0,1,53.75,Hatchet,Ember Bolt,Sprint Greaves,Cloth Wrap,1.666,1.416,1.113,4,8
bot_magic_sniper_00588,4,3,13,35,156.909,546.0,1,54.517,Hatchet,Hex Spike,Voidstep Treads,Cloth Wrap,2.182,1.855,1.302,5,8
bot_magic_sniper_00589,3,4,16,37,144.22,472.0,1,49.133,Rusty Blade,Ice Needle,Voidstep Treads,Cloth Wrap,1.605,1.364,1.09,4,8
bot_magic_sniper_00590,2,6,10,39,132.323,564.0,1,31.233,Hatchet,Ember Bolt,Sprint Greaves,Chain Shirt,2.086,1.773,1.302,4,8
bot_magic_sniper_00591,0,7,11,48,158.831,525.0,1,31.55,Rapier,Ice Needle,Leather Boots,Blood Harness,2.182,1.855,1.302,5,8
bot_magic_sniper_00592,3,5,17,40,194.716,624.0,1,40.933,Hatchet,Ice Needle,Sprint Greaves,Chain Shirt,2.257,1.918,1.33,5,8
bot_magic_sniper_00593,4,4,16,46,161.707,636.0,1,69.683,Rusty Blade,Ember Bolt,Leather Boots,Cloth Wrap,2.356,2.003,1.33,5,8
bot_magic_sniper_00594,2,5,12,42,141.086,498.0,1,52.983,Rapier,Ember Bolt,Sprint Greaves,Chain Shirt,2.086,1.773,1.302,4,8
bot_magic_sniper_00595,2,6,17,49,173.945,597.0,1,53.45,Rusty Blade,Ember Bolt,Leather Boots,Cloth Wrap,2.157,1.833,1.33,4,8
bot_magic_sniper_00596,1,5,12,36,145.336,444.0,1,74.717,Rapier,Ember Bolt,Voidstep Treads,Blood Harness,1.666,1.416,1.113,4,8
bot_magic_sniper_00597,2,5,11,38,140.745,502.0,1,41.55,Hatchet,Ember Bolt,Voidstep Treads,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_00598,3,5,13,37,146.132,577.0,1,61.833,Rusty Blade,Ember Bolt,Voidstep Treads,Chain Shirt,1.989,1.691,1.302,4,8
bot_magic_sniper_00599,3,5,18,43,155.948,580.0,1,58.9,Rapier,Ember Bolt,Voidstep Treads,Blood Harness,2.257,1.918,1.33,5,8
bot_magic_sniper_00600,3,5,14,39,160.241,646.0,1,72.85,Hatchet,Hex Spike,Leather Boots,Blood Harness,2.157,1.833,1.33,4,8
bot_melee_aggressive_00600,7,0,36,8,190.299,408.0,1,17.283,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,2.182,1.855,1.302,5,8
bot_melee_aggressive_00601,4,1,18,8,141.801,316.0,1,12.967,Hatchet,Ice Needle,Leather Boots,Cloth Wrap,1.407,1.196,1.067,3,8
bot_magic_sniper_00602,2,6,11,40,143.432,583.0,1,39.883,Hatchet,Ice Needle,Sprint Greaves,Cloth Wrap,2.182,1.855,1.302,5,8
bot_melee_aggressive_00602,5,0,24,5,161.756,335.0,1,14.717,Rusty Blade,Ember Bolt,Voidstep Treads,Cloth Wrap,1.666,1.416,1.113,4,8
bot_tank_00600,4,2,29,5,152.392,386.0,1,9.567,Rapier,Ember Bolt,Leather Boots,Chain Shirt,1.392,1.184,1.09,3,8
bot_melee_aggressive_00603,6,1,34,10,210.219,431.0,1,18.367,Rapier,Ember Bolt,Voidstep Treads,Blood Harness,2.182,1.855,1.302,5,8
bot_reckless_00600,5,0,26,5,164.119,336.0,1,9.567,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,1.519,1.291,1.113,3,8
bot_hybrid_00600,3,7,28,43,181.505,676.0,1,42.383,Rusty Blade,Ice Needle,Voidstep Treads,Chain Shirt,2.086,1.773,1.302,4,8
bot_tank_00601,4,1,21,4,143.659,289.0,1,11.967,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_melee_aggressive_00604,4,1,19,4,141.148,280.0,1,7.4,Rapier,Hex Spike,Sprint Greaves,Cloth Wrap,1.666,1.416,1.113,4,8
bot_reckless_00601,5,0,29,6,151.556,309.0,1,12.383,Rapier,Ice Needle,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_magic_sniper_00603,1,7,9,42,140.475,582.0,1,56.683,Hatchet,Hex Spike,Sprint Greaves,Cloth Wrap,2.086,1.773,1.302,4,8
bot_tank_00602,5,0,25,5,161.098,319.0,1,13.517,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_melee_aggressive_00605,3,2,24,5,141.798,334.0,1,11.633,Rusty Blade,Hex Spike,Leather Boots,Blood Harness,1.519,1.291,1.113,3,8
bot_reckless_00602,1,1,17,3,120.733,195.0,1,5.767,Rapier,Hex Spike,Sprint Greaves,Cloth Wrap,1.417,1.204,1.045,3,8
bot_hybrid_00601,1,6,14,34,148.26,484.0,1,25.967,Rusty Blade,Ice Needle,Voidstep Treads,Cloth Wrap,2.182,1.855,1.302,5,8
bot_tank_00603,7,0,29,5,182.248,446.0,1,14.467,Hatchet,Ice Needle,Sprint Greaves,Cloth Wrap,2.086,1.773,1.302,4,8
bot_melee_aggressive_00606,4,1,28,8,165.115,366.0,1,11.633,Hatchet,Ice Needle,Voidstep Treads,Chain Shirt,1.605,1.364,1.09,4,8
bot_reckless_00603,5,0,26,4,140.065,330.0,1,11.017,Rusty Blade,Hex Spike,Sprint Greaves,Chain Shirt,1.392,1.184,1.09,3,8
bot_tank_00604,4,1,26,4,142.559,320.0,1,10.483,Rapier,Hex Spike,Voidstep Treads,Chain Shirt,1.593,1.354,1.113,3,8
bot_hybrid_00602,3,5,21,36,167.501,597.0,1,32.0,Rusty Blade,Hex Spike,Sprint Greaves,Cloth Wrap,2.086,1.773,1.302,4,8
bot_reckless_00604,7,0,29,12,199.077,460.0,1,18.2,Hatchet,Ice Needle,Voidstep Treads,Blood Harness,2.182,1.855,1.302,5,8
bot_melee_aggressive_00607,6,1,33,5,210.592,427.0,1,17.317,Rapier,Hex Spike,Leather Boots,Chain Shirt,2.086,1.773,1.302,4,8
bot_tank_00605,4,1,28,7,135.148,308.0,1,11.783,Rusty Blade,Ice Needle,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_magic_sniper_00604,6,2,15,52,166.431,626.0,1,60.983,Hatchet,Ice Needle,Leather Boots,Blood Harness,2.257,1.918,1.33,5,8
bot_reckless_00605,5,0,24,9,140.81,354.0,1,14.283,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.666,1.416,1.113,4,8
bot_melee_aggressive_00608,5,1,30,7,175.236,356.0,1,14.85,Rapier,Ice Needle,Voidstep Treads,Cloth Wrap,1.593,1.354,1.113,3,8
bot_hybrid_00603,3,5,28,33,170.726,516.0,1,26.133,Rapier,Ice Needle,Sprint Greaves,Chain Shirt,2.257,1.918,1.33,5,8
bot_tank_00606,5,1,24,8,153.229,380.0,1,14.267,Rusty Blade,Ember Bolt,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_reckless_00606,4,0,19,4,140.644,274.0,1,10.717,Hatchet,Ice Needle,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_melee_aggressive_00609,3,2,25,7,164.343,394.0,1,12.317,Hatchet,Hex Spike,Sprint Greaves,Blood Harness,1.666,1.416,1.113,4,8
bot_tank_00607,7,0,29,4,167.702,462.0,1,15.033,Hatchet,Ice Needle,Sprint Greaves,Chain Shirt,1.989,1.691,1.302,4,8
bot_hybrid_00604,3,4,17,29,152.294,564.0,1,32.4,Rapier,Hex Spike,Sprint Greaves,Blood Harness,1.989,1.691,1.302,4,8
bot_reckless_00607,4,1,31,6,174.472,333.0,1,13.017,Rapier,Hex Spike,Voidstep Treads,Blood Harness,1.519,1.291,1.113,3,8
bot_melee_aggressive_00610,6,0,35,3,183.471,373.0,1,15.317,Rapier,Hex Spike,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_tank_00608,7,0,31,2,199.925,454.0,1,14.367,Hatchet,Ember Bolt,Leather Boots,Chain Shirt,1.989,1.691,1.302,4,8
bot_reckless_00608,4,0,25,2,129.721,253.0,1,10.217,Rapier,Hex Spike,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_hybrid_00605,1,3,15,17,131.28,391.0,1,20.25,Rusty Blade,Hex Spike,Voidstep Treads,Chain Shirt,1.544,1.312,1.067,4,8
bot_magic_sniper_00605,2,5,11,37,133.855,461.0,1,96.5,Rusty Blade,Ice Needle,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_melee_aggressive_00611,5,1,37,4,185.947,405.0,1,15.767,Hatchet,Ice Needle,Leather Boots,Blood Harness,1.519,1.291,1.113,3,8
bot_tank_00609,6,1,31,6,196.732,425.0,1,12.6,Rusty Blade,Hex Spike,Leather Boots,Cloth Wrap,1.989,1.691,1.302,4,8
bot_reckless_00609,4,0,20,4,163.296,256.0,1,10.45,Rapier,Ice Needle,Sprint Greaves,Blood Harness,1.605,1.364,1.09,4,8
bot_melee_aggressive_00612,6,0,29,9,154.519,391.0,1,13.883,Rusty Blade,Ice Needle,Sprint Greaves,Chain Shirt,1.519,1.291,1.113,3,8
bot_tank_00610,5,1,29,11,160.556,425.0,1,17.75,Rusty Blade,Hex Spike,Sprint Greaves,Chain Shirt,1.519,1.291,1.113,3,8
bot_reckless_00610,4,0,17,5,134.11,284.0,1,9.667,Hatchet,Ice Needle,Voidstep Treads,Chain Shirt,1.605,1.364,1.09,4,8
bot_hybrid_00606,3,4,16,32,155.276,511.0,1,29.233,Rusty Blade,Ember Bolt,Sprint Greaves,Chain Shirt,2.086,1.773,1.302,4,8
bot_melee_aggressive_00613,4,0,29,7,169.029,402.0,1,13.617,Hatchet,Ember Bolt,Voidstep Treads,Cloth Wrap,1.605,1.364,1.09,4,8
bot_tank_00611,2,3,22,5,175.359,378.0,1,15.6,Hatchet,Hex Spike,Leather Boots,Chain Shirt,1.593,1.354,1.113,3,8
bot_reckless_00611,7,0,34,8,151.198,392.0,1,13.917,Rapier,Ice Needle,Sprint Greaves,Chain Shirt,2.182,1.855,1.302,5,8
bot_magic_sniper_00606,1,6,11,46,124.758,497.0,1,64.383,Rapier,Hex Spike,Voidstep Treads,Blood Harness,2.086,1.773,1.302,4,8
bot_melee_aggressive_00614,6,0,23,7,159.084,399.0,1,14.667,Rusty Blade,Hex Spike,Sprint Greaves,Cloth Wrap,1.593,1.354,1.113,3,8
bot_tank_00612,7,0,32,7,203.57,428.0,1,14.733,Rapier,Ice Needle,Leather Boots,Blood Harness,2.182,1.855,1.302,5,8
bot_hybrid_00607,7,1,29,44,201.651,637.0,1,31.983,Rapier,Ice Needle,Voidstep Treads,Blood Harness,1.989,1.691,1.302,4,8
bot_reckless_00612,4,2,22,10,152.443,385.0,1,16.633,Hatchet,Hex Spike,Voidstep Treads,Cloth Wrap,1.593,1.354,1.113,3,8
bot_melee_aggressive_00615,7,0,32,9,197.16,489.0,1,17.933,Hatchet,Hex Spike,Sprint Greaves,Blood Harness,1.989,1.691,1.302,4,8
bot_tank_00613,6,0,33,7,157.156,381.0,1,14.933,Rapier,Ember Bolt,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_reckless_00613,4,0,18,6,135.582,306.0,1,10.967,Hatchet,Ember Bolt,Leather Boots,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_00608,5,2,20,23,161.238,482.0,1,23.2,Rapier,Ember Bolt,Sprint Greaves,Cloth Wrap,2.182,1.855,1.302,5,8
bot_melee_aggressive_00616,4,0,20,3,138.016,250.0,1,8.15,Rusty Blade,Ember Bolt,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_tank_00614,4,3,34,10,154.414,496.0,1,15.233,Hatchet,Hex Spike,Leather Boots,Chain Shirt,2.086,1.773,1.302,4,8
bot_reckless_00614,5,0,33,4,172.501,331.0,1,12.45,Rapier,Ice Needle,Voidstep Treads,Blood Harness,1.392,1.184,1.09,3,8
bot_melee_aggressive_00617,4,1,31,6,135.2,331.0,1,7.533,Rusty Blade,Ice Needle,Leather Boots,Chain Shirt,1.593,1.354,1.113,3,8
bot_tank_00615,3,2,27,5,156.024,367.0,1,10.467,Rusty Blade,Hex Spike,Sprint Greaves,Cloth Wrap,1.519,1.291,1.113,3,8
bot_reckless_00615,4,0,17,6,135.582,292.0,1,9.933,Hatchet,Ember Bolt,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_00609,8,2,31,37,211.716,706.0,1,35.467,Rusty Blade,Hex Spike,Leather Boots,Blood Harness,1.989,1.691,1.302,4,8
bot_melee_aggressive_00618,5,1,26,8,148.041,350.0,1,14.55,Rusty Blade,Ice Needle,Leather Boots,Chain Shirt,1.392,1.184,1.09,3,8
bot_reckless_00616,3,1,20,3,138.563,262.0,1,9.633,Rusty Blade,Hex Spike,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_tank_00616,5,2,32,11,179.954,463.0,1,16.033,Hatchet,Ember Bolt,Sprint Greaves,Chain Shirt,2.182,1.855,1.302,5,8
bot_tank_00617,4,2,30,5,155.031,400.0,1,12.6,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,1.593,1.354,1.113,3,8
bot_hybrid_00610,4,4,20,40,171.289,573.0,1,29.35,Rapier,Ice Needle,Sprint Greaves,Cloth Wrap,2.356,2.003,1.33,5,8
bot_melee_aggressive_00619,3,2,23,6,140.312,361.0,1,11.967,Hatchet,Hex Spike,Sprint Greaves,Chain Shirt,1.593,1.354,1.113,3,8
bot_tank_00618,4,2,25,6,170.183,398.0,1,13.633,Hatchet,Ice Needle,Leather Boots,Cloth Wrap,1.392,1.184,1.09,3,8
bot_melee_aggressive_00620,4,0,21,4,135.735,280.0,1,8.567,Rapier,Hex Spike,Voidstep Treads,Cloth Wrap,1.463,1.244,1.09,3,8
bot_reckless_00618,4,0,20,4,132.932,274.0,1,7.95,Rapier,Ice Needle,Voidstep Treads,Cloth Wrap,1.476,1.254,1.067,3,8
bot_tank_00619,5,1,25,9,174.822,422.0,1,15.683,Hatchet,Ice Needle,Voidstep Treads,Chain Shirt,1.534,1.304,1.09,3,8
bot_hybrid_00611,4,4,33,34,170.728,617.0,1,28.983,Rapier,Hex Spike,Leather Boots,Cloth Wrap,1.989,1.691,1.302,4,8
bot_melee_aggressive_00621,5,0,23,4,148.499,333.0,1,11.483,Hatchet,Hex Spike,Voidstep Treads,Cloth Wrap,1.519,1.291,1.113,3,8
bot_reckless_00619,6,0,26,2,190.437,388.0,1,12.533,Hatchet,Hex Spike,Voidstep Treads,Blood Harness,1.519,1.291,1.113,3,8
bot_magic_sniper_00609,2,6,21,38,162.933,601.0,1,37.35,Rapier,Hex Spike,Sprint Greaves,Chain Shirt,2.182,1.855,1.302,5,8
bot_tank_00620,6,0,28,4,159.324,408.0,1,13.9,Rusty Blade,Ember Bolt,Voidstep Treads,Blood Harness,1.666,1.416,1.113,4,8
bot_melee_aggressive_00622,4,1,25,6,152.391,323.0,1,10.933,Rusty Blade,Ice Needle,Leather Boots,Chain Shirt,1.519,1.291,1.113,3,8
bot_reckless_00620,5,0,25,5,171.187,345.0,1,12.3,Rusty Blade,Hex Spike,Voidstep Treads,Blood Harness,1.392,1.184,1.09,3,8
bot_tank_00621,5,1,29,7,150.743,389.0,1,14.717,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,1.519,1.291,1.113,3,8
bot_magic_sniper_00610,2,5,13,33,147.102,512.0,1,28.017,Hatchet,Ember Bolt,Sprint Greaves,Chain Shirt,2.086,1.773,1.302,4,8
bot_melee_aggressive_00623,4,1,28,5,142.41,377.0,1,11.0,Hatchet,Hex Spike,Sprint Greaves,Chain Shirt,1.392,1.184,1.09,3,8
bot_melee_aggressive_00624,4,0,20,5,138.635,270.0,1,11.867,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,1.605,1.364,1.09,4,8
bot_tank_00622,6,0,34,10,144.804,402.0,1,15.85,Rapier,Ice Needle,Voidstep Treads,Chain Shirt,1.593,1.354,1.113,3,8
bot_reckless_00622,7,0,33,8,188.197,409.0,1,14.833,Rapier,Ice Needle,Sprint Greaves,Blood Harness,2.086,1.773,1.302,4,8
bot_melee_aggressive_00625,2,2,25,3,139.928,317.0,1,9.7,Rusty Blade,Hex Spike,Sprint Greaves,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_00613,6,2,25,32,219.153,565.0,1,31.483,Rusty Blade,Ember Bolt,Sprint Greaves,Blood Harness,2.257,1.918,1.33,5,8
bot_tank_00623,4,1,23,6,145.738,337.0,1,11.167,Rusty Blade,Hex Spike,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_reckless_00623,4,1,22,6,146.517,333.0,1,10.05,Rapier,Ember Bolt,Sprint Greaves,Chain Shirt,1.593,1.354,1.113,3,8
bot_melee_aggressive_00626,2,3,25,4,136.617,281.0,1,9.0,Rapier,Hex Spike,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_magic_sniper_00611,3,4,16,42,169.58,480.0,1,60.267,Rapier,Ice Needle,Sprint Greaves,Blood Harness,1.593,1.354,1.113,3,8
bot_tank_00624,2,1,17,2,124.336,205.0,1,9.133,Rapier,Hex Spike,Sprint Greaves,Blood Harness,1.476,1.254,1.067,3,8
bot_reckless_00624,5,0,20,4,173.772,336.0,1,13.5,Hatchet,Ice Needle,Leather Boots,Blood Harness,1.666,1.416,1.113,4,8
bot_melee_aggressive_00627,5,0,24,6,145.738,357.0,1,15.15,Hatchet,Ice Needle,Voidstep Treads,Cloth Wrap,1.392,1.184,1.09,3,8
bot_hybrid_00614,3,4,24,27,156.462,500.0,1,24.75,Rapier,Hex Spike,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_tank_00625,7,0,25,7,176.853,420.0,1,13.733,Hatchet,Ember Bolt,Leather Boots,Chain Shirt,2.182,1.855,1.302,5,8
bot_reckless_00625,3,0,21,3,139.727,233.0,1,6.683,Hatchet,Ice Needle,Voidstep Treads,Blood Harness,1.476,1.254,1.067,3,8
bot_melee_aggressive_00628,4,1,19,9,142.107,356.0,1,11.583,Hatchet,Ember Bolt,Leather Boots,Cloth Wrap,1.519,1.291,1.113,3,8
bot_tank_00626,6,0,31,6,176.264,401.0,1,12.883,Rusty Blade,Ember Bolt,Leather Boots,Chain Shirt,2.107,1.791,1.275,5,8
bot_magic_sniper_00612,2,5,13,32,150.914,441.0,1,48.783,Rapier,Hex Spike,Leather Boots,Chain Shirt,1.593,1.354,1.113,3,8
bot_reckless_00626,6,0,29,8,150.019,395.0,1,12.4,Rusty Blade,Hex Spike,Leather Boots,Chain Shirt,1.463,1.244,1.09,3,8
bot_hybrid_00615,3,5,25,34,194.767,539.0,1,32.117,Rapier,Ember Bolt,Leather Boots,Blood Harness,2.257,1.918,1.33,5,8
bot_melee_aggressive_00629,6,1,27,8,186.322,454.0,1,17.867,Hatchet,Hex Spike,Leather Boots,Blood Harness,2.182,1.855,1.302,5,8
bot_tank_00627,5,1,24,5,162.331,406.0,1,13.833,Hatchet,Hex Spike,Sprint Greaves,Blood Harness,1.519,1.291,1.113,3,8
bot_reckless_00627,5,0,28,5,171.268,348.0,1,12.667,Rusty Blade,Ice Needle,Leather Boots,Blood Harness,1.392,1.184,1.09,3,8
bot_melee_aggressive_00630,5,0,18,7,142.053,332.0,1,12.0,Hatchet,Hex Spike,Leather Boots,Cloth Wrap,1.519,1.291,1.113,3,8
bot_tank_00628,3,2,30,6,144.334,318.0,1,11.333,Rapier,Ice Needle,Leather Boots,Cloth Wrap,1.666,1.416,1.113,4,8
bot_reckless_00628,4,0,22,4,156.529,300.0,1,12.1,Rapier,Ice Needle,Voidstep Treads,Chain Shirt,1.605,1.364,1.09,4,8
bot_hybrid_00616,5,4,21,38,153.484,611.0,1,33.5,Rapier,Hex Spike,Sprint Greaves,Cloth Wrap,1.989,1.691,1.302,4,8
bot_magic_sniper_00613,2,4,10,30,138.732,464.0,1,55.05,Hatchet,Hex Spike,Leather Boots,Blood Harness,2.107,1.791,1.275,5,8
bot_tank_00629,5,0,28,4,137.589,308.0,1,12.883,Rapier,Ember Bolt,Leather Boots,Cloth Wrap,1.463,1.244,1.09,3,8
bot_melee_aggressive_00631,6,0,28,7,162.254,378.0,1,15.183,Rusty Blade,Ember Bolt,Sprint Greaves,Chain Shirt,1.519,1.291,1.113,3,8
bot_reckless_00629,4,1,22,4,143.845,340.0,1,11.717,Rusty Blade,Hex Spike,Leather Boots,Chain Shirt,1.392,1.184,1.09,3,8
bot_tank_00630,5,0,23,10,138.038,287.0,1,14.3,Rapier,Ice Needle,Voidstep Treads,Cloth Wrap,1.463,1.244,1.09,3,8
bot_hybrid_00617,4,4,18,35,192.952,587.0,1,31.0,Rapier,Ember Bolt,Sprint Greaves,Blood Harness,2.157,1.833,1.33,4,8
bot_melee_aggressive_00632,4,1,25,7,161.666,418.0,1,15.417,Hatchet,Hex Spike,Voidstep Treads,Blood Harness,1.666,1.416,1.113,4,8
